,Sales,Order Month,Order Year
8432,6.048,September,2015
5128,16.99,September,2015
5127,601.3,September,2015
8433,6.848,September,2015
3622,142.4,September,2015
5126,2799.96,September,2015
3623,7.16,September,2015
7468,14.94,September,2015
6490,103.936,September,2015
7469,14.56,September,2015
6294,33.552,September,2015
7601,148.704,September,2015
7599,40.24,September,2015
3926,35.34,September,2015
3925,57.93,September,2015
7602,55.92,September,2015
3924,30.28,September,2015
4763,182.94,September,2015
7600,29.925,September,2015
3927,137.24,September,2015
878,5.892,September,2015
3281,47.984,September,2015
7598,38.256,September,2015
3282,4.624,September,2015
7597,5.248,September,2015
4128,2624.985,September,2015
4127,67.344,September,2015
4250,887.103,September,2015
8574,5.67,September,2015
7377,92.52,September,2015
9040,73.915,September,2015
263,2519.958,September,2015
262,3059.982,September,2015
322,7.16,September,2015
9398,1349.91,September,2015
8867,11.12,September,2015
8866,493.43,September,2015
9395,801.568,September,2015
4240,43.92,September,2015
2217,2.816,September,2015
9396,75.18,September,2015
9397,30.98,September,2015
5238,59.98,September,2015
794,21.72,September,2015
125,617.7,September,2015
5237,362.94,September,2015
793,9.96,September,2015
4241,20.232,September,2015
8955,8.56,September,2015
9394,631.782,September,2015
9393,629.95,September,2015
5236,164.22,September,2015
3166,19.35,September,2015
3165,239.984,September,2015
3164,38.52,September,2015
2790,25.96,September,2015
4235,20.808,September,2015
3163,59.52,September,2015
9049,66.03,September,2015
5304,8.544,September,2015
392,1799.97,September,2015
391,246.384,September,2015
3161,15.56,September,2015
2792,6.48,September,2015
4234,11.352,September,2015
7102,6.57,September,2015
3162,78.35,September,2015
2791,36.27,September,2015
9655,97.44,September,2015
9658,579.528,September,2015
9656,3.984,September,2015
5724,331.536,September,2015
8233,40.68,September,2015
963,4.608,September,2015
8232,169.45,September,2015
9657,13.04,September,2015
4098,9449.95,September,2015
9291,34.5,September,2015
7482,18.464,September,2015
4096,32.4,September,2015
4099,12.94,September,2015
4097,404.9,September,2015
9290,9.84,September,2015
3352,83.984,September,2015
3351,435.999,September,2015
5640,28.8,September,2015
6944,11.12,September,2015
3607,139.44,September,2015
365,211.96,September,2015
7049,14.576,September,2015
2827,3.264,September,2015
2826,2.724,September,2015
2825,300.5328,September,2015
2824,33.792,September,2015
9621,3.152,September,2015
8051,41.376,September,2015
8049,5.97,September,2015
9620,16.704,September,2015
5469,19.44,September,2015
9622,32.896,September,2015
5468,585.552,September,2015
8050,21.184,September,2015
2106,0.876,September,2015
2542,143.952,September,2015
2905,310.12,September,2015
1359,145.568,September,2015
313,87.54,September,2015
3312,603.92,September,2015
3313,81.98,September,2015
1730,96.256,September,2015
1731,10.688,September,2015
1324,46.26,September,2015
9041,337.088,September,2015
4054,20.928,September,2015
5626,2348.82,September,2015
5625,6.16,September,2015
1141,204.6,September,2015
4055,1801.632,September,2015
4052,409.272,September,2015
4051,4.224,September,2015
5795,1395.54,September,2015
4053,55.44,September,2015
9730,807.75,September,2015
4056,67.176,September,2015
1143,6.48,September,2015
9729,10.048,September,2015
5796,117.36,September,2015
1144,686.32,September,2015
5797,18.9,September,2015
5798,77.52,September,2015
1145,62.18,September,2015
1142,8.72,September,2015
3283,15.24,September,2015
1790,48.94,September,2015
2334,69.216,September,2015
7397,795.408,September,2015
2105,15.552,September,2015
3047,43.176,September,2015
866,51.94,October,2015
865,2.89,October,2015
2100,636.408,October,2015
2101,83.168,October,2015
1171,22.38,October,2015
9196,39.96,October,2015
9197,1432.0,October,2015
9198,41.04,October,2015
5197,43.6,October,2015
9199,256.784,October,2015
7555,22.32,October,2015
7554,349.965,October,2015
5196,158.13,October,2015
9696,491.55,October,2015
7981,81.92,October,2015
7524,21.728,October,2015
7525,1487.04,October,2015
5853,9.64,October,2015
7982,254.9,October,2015
6678,46.872,October,2015
8873,18.264,October,2015
4532,122.352,October,2015
7546,755.944,October,2015
9274,255.85,October,2015
4533,15.28,October,2015
8872,101.994,October,2015
7547,11.98,October,2015
7548,0.898,October,2015
7545,719.952,October,2015
3205,62.24,October,2015
5165,12.84,October,2015
5168,62.94,October,2015
5167,563.94,October,2015
5164,3.9,October,2015
5166,15.84,October,2015
5169,535.41,October,2015
3203,10.99,October,2015
3202,601.536,October,2015
3204,39.88,October,2015
3206,53.2,October,2015
3207,39.84,October,2015
872,11.36,October,2015
873,106.344,October,2015
5998,338.352,October,2015
5999,25.92,October,2015
6000,91.36,October,2015
812,25.78,October,2015
5592,18.94,October,2015
811,213.92,October,2015
810,1298.55,October,2015
809,11.52,October,2015
6321,7.752,October,2015
9113,15.18,October,2015
9112,315.2,October,2015
9111,22.96,October,2015
9110,36.4,October,2015
5591,245.98,October,2015
5755,3.16,October,2015
5756,1999.96,October,2015
4906,269.9,October,2015
9064,2.946,October,2015
9635,1628.82,October,2015
9634,79.45,October,2015
9065,19.136,October,2015
4905,22.92,October,2015
9633,177.0,October,2015
9063,322.192,October,2015
2694,15.384,October,2015
4898,7.968,October,2015
4897,183.372,October,2015
5885,14.352,October,2015
5886,179.97,October,2015
6873,10.78,October,2015
6874,119.976,October,2015
9557,5.312,October,2015
5111,10.048,October,2015
1977,545.88,October,2015
1976,1394.95,October,2015
1975,275.97,October,2015
7117,1.344,October,2015
7116,61.96,October,2015
5109,52.512,October,2015
5233,605.34,October,2015
5110,186.912,October,2015
1593,13.44,October,2015
9338,20.064,October,2015
9337,2.992,October,2015
9341,117.576,October,2015
9461,321.552,October,2015
9339,146.73,October,2015
9340,18.75,October,2015
6554,505.32,October,2015
6557,24.424,October,2015
46,211.96,October,2015
6556,8.682,October,2015
6555,3.808,October,2015
6536,328.59,October,2015
6537,98.352,October,2015
6553,319.968,October,2015
7573,2.84,October,2015
7572,591.32,October,2015
1889,409.59,October,2015
6298,36.36,October,2015
1888,121.792,October,2015
7571,194.7,October,2015
146,93.888,October,2015
7664,129.92,October,2015
3007,34.272,October,2015
2529,10.368,October,2015
3744,11.85,October,2015
7709,13.698,October,2015
7708,40.776,October,2015
6128,49.408,October,2015
4305,383.96,October,2015
4304,63.92,October,2015
9417,10.368,October,2015
9418,11.952,October,2015
3846,141.4,October,2015
3844,480.74,October,2015
3843,6.28,October,2015
7370,257.98,October,2015
3845,616.998,October,2015
3842,7.184,October,2015
487,2735.952,October,2015
9546,75.88,October,2015
9545,1.98,October,2015
8303,73.584,October,2015
2060,80.3,October,2015
2064,405.64,October,2015
2062,64.74,October,2015
2063,19.296,October,2015
6639,1421.664,October,2015
2061,15.968,October,2015
2065,146.352,October,2015
2059,11.34,October,2015
2066,251.91,October,2015
4206,34.08,October,2015
4207,17.67,October,2015
4208,1604.9,October,2015
4771,742.336,October,2015
4203,49.25,October,2015
4209,385.686,October,2015
4205,14.76,October,2015
2067,12.39,October,2015
4204,10.16,October,2015
716,9.94,November,2015
9259,64.96,November,2015
5630,234.45,November,2015
5632,17.46,November,2015
9254,60.89,November,2015
9255,14.94,November,2015
9256,9.64,November,2015
9257,332.94,November,2015
9258,51.9,November,2015
5631,1256.22,November,2015
3441,108.92,November,2015
7016,587.97,November,2015
7015,32.96,November,2015
8299,7.98,November,2015
1542,10.464,November,2015
7014,146.76,November,2015
1541,8.32,November,2015
7017,14.94,November,2015
4861,758.352,November,2015
8358,105.584,November,2015
4577,9.584,November,2015
8357,87.08,November,2015
3773,6.912,November,2015
3774,383.976,November,2015
3775,10.368,November,2015
3776,335.944,November,2015
8359,217.44,November,2015
9428,1212.96,November,2015
543,58.112,November,2015
544,100.792,November,2015
1758,46.864,November,2015
545,66.112,November,2015
4124,35.91,November,2015
9590,104.58,November,2015
9589,17.472,November,2015
6335,18.28,November,2015
1032,14.4,November,2015
1031,124.11,November,2015
1030,854.94,November,2015
1029,197.97,November,2015
1028,177.2,November,2015
5800,575.968,November,2015
5801,10.368,November,2015
6334,49.12,November,2015
3229,375.34,November,2015
1238,12.35,November,2015
1240,22.96,November,2015
1239,40.97,November,2015
6311,127.95,November,2015
3266,201.432,November,2015
4168,433.568,November,2015
4167,31.92,November,2015
3265,281.904,November,2015
4000,63.47,November,2015
5928,8.92,November,2015
4001,345.0,November,2015
6214,7.64,November,2015
5927,7.31,November,2015
983,603.92,November,2015
5955,521.96,November,2015
5778,30.48,November,2015
5779,112.648,November,2015
5962,7.78,November,2015
9748,797.944,November,2015
9747,10.984,November,2015
16,665.88,November,2015
981,3.392,November,2015
9613,22.98,November,2015
9614,102.13,November,2015
9615,2033.584,November,2015
982,559.984,November,2015
3326,67.56,November,2015
3330,241.176,November,2015
3329,148.48,November,2015
5961,575.928,November,2015
3328,262.336,November,2015
3327,21.72,November,2015
5963,123.92,November,2015
5954,23.968,November,2015
3324,896.99,November,2015
3325,1.234,November,2015
2301,11.52,November,2015
4281,69.264,November,2015
2210,43.8,November,2015
2209,832.93,November,2015
3260,20.736,November,2015
2300,12.72,November,2015
4280,11.36,November,2015
8340,32.4,November,2015
5018,772.47,November,2015
5019,20.46,November,2015
2008,4.224,November,2015
5017,10.11,November,2015
2009,333.056,November,2015
8945,10.95,November,2015
2516,604.656,November,2015
2010,24.896,November,2015
8708,79.968,November,2015
8709,305.9745,November,2015
4444,78.35,November,2015
8710,344.91,November,2015
3780,273.96,November,2015
4445,31.68,November,2015
4982,5.22,November,2015
4447,169.45,November,2015
5303,37.296,November,2015
4446,29.12,November,2015
3071,124.41,November,2015
3072,57.75,November,2015
2092,479.9,November,2015
3070,2934.33,November,2015
9460,34.44,November,2015
6022,7.08,November,2015
3261,99.98,November,2015
3262,733.95,November,2015
3263,241.44,November,2015
3602,657.93,November,2015
3601,12.448,November,2015
6534,2152.776,November,2015
6535,4007.84,November,2015
4908,9.588,November,2015
4907,11.808,November,2015
7301,2.892,November,2015
7302,381.72,November,2015
2437,145.98,November,2015
8843,67.15,November,2015
9636,137.54,November,2015
3303,1.944,November,2015
2438,35.808,November,2015
9637,730.2,November,2015
3302,60.312,November,2015
7299,8.544,November,2015
3299,50.997,November,2015
7298,292.1,November,2015
5395,21.98,November,2015
3301,539.964,November,2015
3300,76.792,November,2015
4130,14.48,November,2015
7300,424.116,November,2015
9284,392.94,November,2015
7867,166.44,November,2015
183,149.95,November,2015
184,29.0,November,2015
9735,5.88,November,2015
9648,281.97,November,2015
9647,221.16,November,2015
5393,213.08,November,2015
5394,1025.88,November,2015
2492,4548.81,November,2015
182,503.96,November,2015
5391,22.5,November,2015
8972,47.496,November,2015
5392,9.96,November,2015
7550,34.74,November,2015
7551,833.94,November,2015
7552,12.96,November,2015
7553,25.92,November,2015
3399,629.1,November,2015
3401,5.46,November,2015
3400,193.95,November,2015
3398,36.99,November,2015
4498,12.96,November,2015
7740,94.99,November,2015
7739,6.58,November,2015
5342,1.632,November,2015
5343,267.96,November,2015
3894,9.98,November,2015
3970,53.82,November,2015
3393,6.928,November,2015
2575,319.9,November,2015
2576,11.36,November,2015
6805,9.96,November,2015
2577,675.12,November,2015
2574,16.23,November,2015
1573,381.44,November,2015
1572,29.99,November,2015
1571,21.84,November,2015
1570,603.92,November,2015
3709,5.544,November,2015
2083,23.68,November,2015
3707,6.368,November,2015
9627,14.67,November,2015
7265,155.372,November,2015
4808,62.808,November,2015
3708,34.176,November,2015
7100,23.472,November,2015
3834,611.058,November,2015
388,2.624,November,2015
1185,485.88,November,2015
1186,25.92,November,2015
1184,12.096,November,2015
2151,111.79,November,2015
4057,646.2,November,2015
7142,111.15,November,2015
1187,197.58,November,2015
5016,1502.376,November,2015
3833,1049.97,November,2015
1010,151.72,November,2015
6317,15.96,November,2015
6316,144.12,November,2015
6315,196.62,November,2015
5015,35.168,November,2015
6314,151.92,November,2015
2366,120.712,November,2015
1983,320.88,November,2015
1984,23.88,November,2015
1985,26.76,November,2015
7622,7.44,November,2015
4727,275.952,November,2015
2607,24.672,November,2015
2608,2.52,November,2015
2609,1218.735,November,2015
3989,52.96,November,2015
4726,1117.92,November,2015
7621,725.344,November,2015
7620,539.92,November,2015
2611,15.696,November,2015
2612,6.096,November,2015
6361,51.016,November,2015
2610,5.904,November,2015
78,19.3,November,2015
5815,279.96,November,2015
5816,12.912,November,2015
8601,7.312,November,2015
8600,40.54,November,2015
5817,17.088,November,2015
5818,93.15,November,2015
5228,81.98,November,2015
8598,4.32,November,2015
8599,14.94,November,2015
5819,11.52,November,2015
1637,438.336,November,2015
1635,15.552,November,2015
1636,669.08,November,2015
1485,3.76,November,2015
9427,199.9,November,2015
5493,41.4,November,2015
5549,139.93,November,2015
5492,7.36,November,2015
5192,397.6,November,2015
5193,85.96,November,2015
5194,13.12,November,2015
5195,45.66,November,2015
9676,64.02,November,2015
5494,411.332,November,2015
5548,43.68,November,2015
8572,998.85,November,2015
3951,17.248,November,2015
2197,14.67,November,2015
7785,25.06,November,2015
4416,30.4,November,2015
1489,5.04,November,2015
1642,12.624,November,2015
4415,575.92,November,2015
7615,6.642,November,2015
4215,62.28,November,2015
9194,47.992,November,2015
9195,102.24,November,2015
456,129.568,December,2015
2793,1075.088,December,2015
2794,438.368,December,2015
2796,308.499,December,2015
2795,18.088,December,2015
9097,32.4,December,2015
1657,34.79,December,2015
2746,700.056,December,2015
2981,123.136,December,2015
2982,11.264,December,2015
8313,512.358,December,2015
7398,35.856,December,2015
8314,3.488,December,2015
8315,22.288,December,2015
8316,16.032,December,2015
338,698.352,December,2015
337,7.712,December,2015
7399,23.84,December,2015
1220,249.75,December,2015
1221,255.936,December,2015
8286,31.104,December,2015
8243,806.336,December,2015
8244,85.44,December,2015
6768,196.21,December,2015
8287,47.96,December,2015
8289,211.248,December,2015
8291,2.952,December,2015
8290,5.552,December,2015
8288,158.928,December,2015
3284,63.924,December,2015
706,15.216,December,2015
5451,40.56,December,2015
704,10.368,December,2015
5450,331.96,December,2015
5448,357.93,December,2015
5449,57.4,December,2015
705,166.84,December,2015
3160,5.18,December,2015
427,69.99,December,2015
9425,3785.292,December,2015
81,14.9,December,2015
82,21.39,December,2015
9439,22.24,December,2015
3965,7.872,December,2015
5554,67.9932,December,2015
5550,2.672,December,2015
2412,11.96,December,2015
1862,49.632,December,2015
5552,79.512,December,2015
2413,629.064,December,2015
5553,36.288,December,2015
5551,16.656,December,2015
2148,43.31,December,2015
1245,764.688,December,2015
4854,8.94,December,2015
4853,12.54,December,2015
4855,9.24,December,2015
1247,254.9745,December,2015
5485,23.472,December,2015
3141,210.392,December,2015
1246,3610.848,December,2015
3591,2.92,December,2015
6001,87.96,December,2015
8639,12.39,December,2015
2491,90.24,December,2015
4225,94.428,December,2015
6002,5.214,December,2015
5704,263.96,December,2015
1972,5.104,December,2015
9511,9.264,December,2015
5703,136.53,December,2015
5702,2.624,December,2015
1974,35.016,December,2015
1973,2.896,December,2015
5105,186.304,December,2015
6626,6999.96,December,2015
1575,763.28,December,2015
5583,6.16,December,2015
7006,8.544,December,2015
1574,40.68,December,2015
7483,445.802,December,2015
4712,36.288,December,2015
3769,1.984,December,2015
6917,1403.92,December,2015
4713,56.568,December,2015
2605,1.167,December,2015
3128,44.46,December,2015
9019,99.98,December,2015
3768,1013.832,December,2015
3130,395.0,December,2015
4885,114.2,December,2015
3131,627.168,December,2015
9020,29.46,December,2015
3129,241.568,December,2015
1494,40.05,December,2015
4419,5.484,December,2015
8795,211.168,December,2015
8792,14.62,December,2015
434,4.812,December,2015
9521,323.976,December,2015
9522,15.552,December,2015
9523,32.592,December,2015
435,247.8,December,2015
8794,583.8,December,2015
8793,22.55,December,2015
1433,1819.86,December,2015
1432,7.27,December,2015
1431,152.76,December,2015
3644,4.13,December,2015
4693,8.448,December,2015
4283,1103.97,December,2015
6106,19.432,December,2015
4282,3.69,December,2015
3149,31.05,December,2015
1154,122.48,December,2015
3645,155.12,December,2015
3858,447.944,December,2015
4689,51.968,December,2015
4690,71.976,December,2015
3643,47.3,December,2015
1155,2244.48,December,2015
3320,662.88,December,2015
3321,25.92,December,2015
4418,190.848,December,2015
6107,65.44,December,2015
1156,62.31,December,2015
3319,43.512,December,2015
1157,455.1,December,2015
4692,221.92,December,2015
7338,192.186,December,2015
3642,487.984,December,2015
4691,242.352,December,2015
6242,18.24,December,2015
9464,17.28,December,2015
5638,1325.76,December,2015
5639,572.16,December,2015
9723,296.712,December,2015
6916,124.032,December,2015
6145,11.76,December,2015
6915,17.904,December,2015
6914,132.16,December,2015
6528,216.4,December,2015
7004,5.184,December,2015
9380,64.784,December,2015
3979,53.316,December,2015
9383,83.92,December,2015
9382,1.344,December,2015
9379,45.528,December,2015
3980,56.52,December,2015
3212,207.24,December,2015
9381,424.272,December,2015
4506,818.376,December,2015
4505,62.85,December,2015
4507,20.34,December,2015
4508,23.99,December,2015
4504,361.96,December,2015
1266,142.86,December,2015
1267,292.272,December,2015
8948,13.97,December,2015
402,9.568,December,2015
668,30.36,December,2015
4503,173.656,December,2015
3292,11.91,December,2015
621,8.69,December,2015
4818,227.136,December,2015
297,27.552,December,2015
296,78.6,December,2015
295,218.352,December,2015
124,600.558,December,2015
294,230.352,December,2015
293,300.416,December,2015
8689,8.016,December,2015
